team,sponsor,stage,counterfactual,baseline_roi,counterfactual_roi,roi_delta,roi_ci_low,roi_ci_high,method,reason
United States,Mengniu,group_or_knockout,negative_news_shock,4.105,3.3661,-0.7389,2.9861,3.7461,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.104,3.6115,-0.4925,3.2915,3.9315,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.104,4.6786,0.5746,4.4186,4.9386,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.104,3.8167,-0.2873,3.5367,4.0967,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.104,4.4323,0.3283,4.1623,4.7023,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.104,3.3653,-0.7387,2.9853,3.7453,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Argentina,Hyundai,group_or_knockout,player_absent,4.104,3.6115,-0.4925,3.2915,3.9315,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Argentina,Hyundai,group_or_knockout,media_surge,4.104,4.6786,0.5746,4.4186,4.9386,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Argentina,Hyundai,group_or_knockout,budget_cut,4.104,3.8167,-0.2873,3.5367,4.0967,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Argentina,Hyundai,group_or_knockout,budget_increase,4.104,4.4323,0.3283,4.1623,4.7023,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Argentina,Hyundai,group_or_knockout,negative_news_shock,4.104,3.3653,-0.7387,2.9853,3.7453,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.099,3.6071,-0.4919,3.2871,3.9271,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.099,4.6729,0.5739,4.4129,4.9329,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.099,3.8121,-0.2869,3.5321,4.0921,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.099,4.4269,0.3279,4.1569,4.6969,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.099,3.3612,-0.7378,2.9812,3.7412,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Honduras,Visa,group_or_knockout,player_absent,4.099,3.6071,-0.4919,3.2871,3.9271,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Honduras,Visa,group_or_knockout,media_surge,4.099,4.6729,0.5739,4.4129,4.9329,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Honduras,Visa,group_or_knockout,budget_cut,4.099,3.8121,-0.2869,3.5321,4.0921,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Honduras,Visa,group_or_knockout,budget_increase,4.099,4.4269,0.3279,4.1569,4.6969,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Honduras,Visa,group_or_knockout,negative_news_shock,4.099,3.3612,-0.7378,2.9812,3.7412,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Hungary,Adidas,tournament,player_absent,4.099,3.6071,-0.4919,3.2871,3.9271,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Hungary,Adidas,tournament,media_surge,4.099,4.6729,0.5739,4.4129,4.9329,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Hungary,Adidas,tournament,budget_cut,4.099,3.8121,-0.2869,3.5321,4.0921,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Hungary,Adidas,tournament,budget_increase,4.099,4.4269,0.3279,4.1569,4.6969,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Hungary,Adidas,tournament,negative_news_shock,4.099,3.3612,-0.7378,2.9812,3.7412,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.099,3.6071,-0.4919,3.2871,3.9271,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.099,4.6729,0.5739,4.4129,4.9329,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.099,3.8121,-0.2869,3.5321,4.0921,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.099,4.4269,0.3279,4.1569,4.6969,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.099,3.3612,-0.7378,2.9812,3.7412,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Italy,Visa,tournament,player_absent,4.097,3.6054,-0.4916,3.2854,3.9254,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Italy,Visa,tournament,media_surge,4.097,4.6706,0.5736,4.4106,4.9306,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Italy,Visa,tournament,budget_cut,4.097,3.8102,-0.2868,3.5302,4.0902,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Italy,Visa,tournament,budget_increase,4.097,4.4248,0.3278,4.1548,4.6948,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Italy,Visa,tournament,negative_news_shock,4.097,3.3595,-0.7375,2.9795,3.7395,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Yugoslavia,Qatar Airways,tournament,player_absent,4.097,3.6054,-0.4916,3.2854,3.9254,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Yugoslavia,Qatar Airways,tournament,media_surge,4.097,4.6706,0.5736,4.4106,4.9306,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Yugoslavia,Qatar Airways,tournament,budget_cut,4.097,3.8102,-0.2868,3.5302,4.0902,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Yugoslavia,Qatar Airways,tournament,budget_increase,4.097,4.4248,0.3278,4.1548,4.6948,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Yugoslavia,Qatar Airways,tournament,negative_news_shock,4.097,3.3595,-0.7375,2.9795,3.7395,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Hungary,Adidas,tournament,player_absent,4.097,3.6054,-0.4916,3.2854,3.9254,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Hungary,Adidas,tournament,media_surge,4.097,4.6706,0.5736,4.4106,4.9306,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Hungary,Adidas,tournament,budget_cut,4.097,3.8102,-0.2868,3.5302,4.0902,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Hungary,Adidas,tournament,budget_increase,4.097,4.4248,0.3278,4.1548,4.6948,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Hungary,Adidas,tournament,negative_news_shock,4.097,3.3595,-0.7375,2.9795,3.7395,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.097,3.6054,-0.4916,3.2854,3.9254,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.097,4.6706,0.5736,4.4106,4.9306,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.097,3.8102,-0.2868,3.5302,4.0902,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.097,4.4248,0.3278,4.1548,4.6948,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.097,3.3595,-0.7375,2.9795,3.7395,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.096,3.6045,-0.4915,3.2845,3.9245,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.096,4.6694,0.5734,4.4094,4.9294,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.096,3.8093,-0.2867,3.5293,4.0893,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.096,4.4237,0.3277,4.1537,4.6937,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.096,3.3587,-0.7373,2.9787,3.7387,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.096,3.6045,-0.4915,3.2845,3.9245,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.096,4.6694,0.5734,4.4094,4.9294,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.096,3.8093,-0.2867,3.5293,4.0893,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.096,4.4237,0.3277,4.1537,4.6937,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.096,3.3587,-0.7373,2.9787,3.7387,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Argentina,Hyundai,group_or_knockout,player_absent,4.093,3.6018,-0.4912,3.2818,3.9218,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Argentina,Hyundai,group_or_knockout,media_surge,4.093,4.666,0.573,4.406,4.926,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Argentina,Hyundai,group_or_knockout,budget_cut,4.093,3.8065,-0.2865,3.5265,4.0865,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Argentina,Hyundai,group_or_knockout,budget_increase,4.093,4.4204,0.3274,4.1504,4.6904,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Argentina,Hyundai,group_or_knockout,negative_news_shock,4.093,3.3563,-0.7367,2.9763,3.7363,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
South Korea,Hisense,group_or_knockout,player_absent,4.093,3.6018,-0.4912,3.2818,3.9218,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
South Korea,Hisense,group_or_knockout,media_surge,4.093,4.666,0.573,4.406,4.926,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
South Korea,Hisense,group_or_knockout,budget_cut,4.093,3.8065,-0.2865,3.5265,4.0865,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
South Korea,Hisense,group_or_knockout,budget_increase,4.093,4.4204,0.3274,4.1504,4.6904,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
South Korea,Hisense,group_or_knockout,negative_news_shock,4.093,3.3563,-0.7367,2.9763,3.7363,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Hungary,Adidas,tournament,player_absent,4.09,3.5992,-0.4908,3.2792,3.9192,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Hungary,Adidas,tournament,media_surge,4.09,4.6626,0.5726,4.4026,4.9226,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Hungary,Adidas,tournament,budget_cut,4.09,3.8037,-0.2863,3.5237,4.0837,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Hungary,Adidas,tournament,budget_increase,4.09,4.4172,0.3272,4.1472,4.6872,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Hungary,Adidas,tournament,negative_news_shock,4.09,3.3538,-0.7362,2.9738,3.7338,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
South Korea,Hisense,tournament,player_absent,4.09,3.5992,-0.4908,3.2792,3.9192,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
South Korea,Hisense,tournament,media_surge,4.09,4.6626,0.5726,4.4026,4.9226,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
South Korea,Hisense,tournament,budget_cut,4.09,3.8037,-0.2863,3.5237,4.0837,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
South Korea,Hisense,tournament,budget_increase,4.09,4.4172,0.3272,4.1472,4.6872,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
South Korea,Hisense,tournament,negative_news_shock,4.09,3.3538,-0.7362,2.9738,3.7338,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.088,3.5974,-0.4906,3.2774,3.9174,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.088,4.6603,0.5723,4.4003,4.9203,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.088,3.8018,-0.2862,3.5218,4.0818,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.088,4.415,0.327,4.145,4.685,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.088,3.3522,-0.7358,2.9722,3.7322,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Wales,Coca-Cola,tournament,player_absent,4.088,3.5974,-0.4906,3.2774,3.9174,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Wales,Coca-Cola,tournament,media_surge,4.088,4.6603,0.5723,4.4003,4.9203,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Wales,Coca-Cola,tournament,budget_cut,4.088,3.8018,-0.2862,3.5218,4.0818,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Wales,Coca-Cola,tournament,budget_increase,4.088,4.415,0.327,4.145,4.685,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Wales,Coca-Cola,tournament,negative_news_shock,4.088,3.3522,-0.7358,2.9722,3.7322,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Netherlands,Hisense,group_or_knockout,player_absent,4.085,3.5948,-0.4902,3.2748,3.9148,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Netherlands,Hisense,group_or_knockout,media_surge,4.085,4.6569,0.5719,4.3969,4.9169,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Netherlands,Hisense,group_or_knockout,budget_cut,4.085,3.7991,-0.2859,3.5191,4.0791,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Netherlands,Hisense,group_or_knockout,budget_increase,4.085,4.4118,0.3268,4.1418,4.6818,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Netherlands,Hisense,group_or_knockout,negative_news_shock,4.085,3.3497,-0.7353,2.9697,3.7297,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Slovakia,McDonald's,group_or_knockout,player_absent,4.085,3.5948,-0.4902,3.2748,3.9148,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Slovakia,McDonald's,group_or_knockout,media_surge,4.085,4.6569,0.5719,4.3969,4.9169,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Slovakia,McDonald's,group_or_knockout,budget_cut,4.085,3.7991,-0.2859,3.5191,4.0791,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Slovakia,McDonald's,group_or_knockout,budget_increase,4.085,4.4118,0.3268,4.1418,4.6818,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Slovakia,McDonald's,group_or_knockout,negative_news_shock,4.085,3.3497,-0.7353,2.9697,3.7297,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Canada,Qatar Airways,group_or_knockout,player_absent,4.083,3.593,-0.49,3.273,3.913,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Canada,Qatar Airways,group_or_knockout,media_surge,4.083,4.6546,0.5716,4.3946,4.9146,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Canada,Qatar Airways,group_or_knockout,budget_cut,4.083,3.7972,-0.2858,3.5172,4.0772,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Canada,Qatar Airways,group_or_knockout,budget_increase,4.083,4.4096,0.3266,4.1396,4.6796,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Canada,Qatar Airways,group_or_knockout,negative_news_shock,4.083,3.3481,-0.7349,2.9681,3.7281,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Hungary,Adidas,group_or_knockout,player_absent,4.083,3.593,-0.49,3.273,3.913,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Hungary,Adidas,group_or_knockout,media_surge,4.083,4.6546,0.5716,4.3946,4.9146,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Hungary,Adidas,group_or_knockout,budget_cut,4.083,3.7972,-0.2858,3.5172,4.0772,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Hungary,Adidas,group_or_knockout,budget_increase,4.083,4.4096,0.3266,4.1396,4.6796,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Hungary,Adidas,group_or_knockout,negative_news_shock,4.083,3.3481,-0.7349,2.9681,3.7281,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
United States,Mengniu,group_or_knockout,player_absent,4.083,3.593,-0.49,3.273,3.913,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
United States,Mengniu,group_or_knockout,media_surge,4.083,4.6546,0.5716,4.3946,4.9146,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
United States,Mengniu,group_or_knockout,budget_cut,4.083,3.7972,-0.2858,3.5172,4.0772,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
United States,Mengniu,group_or_knockout,budget_increase,4.083,4.4096,0.3266,4.1396,4.6796,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
United States,Mengniu,group_or_knockout,negative_news_shock,4.083,3.3481,-0.7349,2.9681,3.7281,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Netherlands,Hisense,group_or_knockout,player_absent,4.083,3.593,-0.49,3.273,3.913,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Netherlands,Hisense,group_or_knockout,media_surge,4.083,4.6546,0.5716,4.3946,4.9146,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Netherlands,Hisense,group_or_knockout,budget_cut,4.083,3.7972,-0.2858,3.5172,4.0772,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Netherlands,Hisense,group_or_knockout,budget_increase,4.083,4.4096,0.3266,4.1396,4.6796,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Netherlands,Hisense,group_or_knockout,negative_news_shock,4.083,3.3481,-0.7349,2.9681,3.7281,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Czechoslovakia,Coca-Cola,tournament,player_absent,4.082,3.5922,-0.4898,3.2722,3.9122,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Czechoslovakia,Coca-Cola,tournament,media_surge,4.082,4.6535,0.5715,4.3935,4.9135,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Czechoslovakia,Coca-Cola,tournament,budget_cut,4.082,3.7963,-0.2857,3.5163,4.0763,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Czechoslovakia,Coca-Cola,tournament,budget_increase,4.082,4.4086,0.3266,4.1386,4.6786,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Czechoslovakia,Coca-Cola,tournament,negative_news_shock,4.082,3.3472,-0.7348,2.9672,3.7272,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.082,3.5922,-0.4898,3.2722,3.9122,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.082,4.6535,0.5715,4.3935,4.9135,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.082,3.7963,-0.2857,3.5163,4.0763,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.082,4.4086,0.3266,4.1386,4.6786,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.082,3.3472,-0.7348,2.9672,3.7272,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Saudi Arabia,Qatar Airways,group_or_knockout,player_absent,4.082,3.5922,-0.4898,3.2722,3.9122,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Saudi Arabia,Qatar Airways,group_or_knockout,media_surge,4.082,4.6535,0.5715,4.3935,4.9135,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Saudi Arabia,Qatar Airways,group_or_knockout,budget_cut,4.082,3.7963,-0.2857,3.5163,4.0763,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Saudi Arabia,Qatar Airways,group_or_knockout,budget_increase,4.082,4.4086,0.3266,4.1386,4.6786,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Saudi Arabia,Qatar Airways,group_or_knockout,negative_news_shock,4.082,3.3472,-0.7348,2.9672,3.7272,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.082,3.5922,-0.4898,3.2722,3.9122,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.082,4.6535,0.5715,4.3935,4.9135,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.082,3.7963,-0.2857,3.5163,4.0763,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.082,4.4086,0.3266,4.1386,4.6786,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.082,3.3472,-0.7348,2.9672,3.7272,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.081,3.5913,-0.4897,3.2713,3.9113,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.081,4.6523,0.5713,4.3923,4.9123,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.081,3.7953,-0.2857,3.5153,4.0753,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.081,4.4075,0.3265,4.1375,4.6775,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.081,3.3464,-0.7346,2.9664,3.7264,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Argentina,Hyundai,group_or_knockout,player_absent,4.081,3.5913,-0.4897,3.2713,3.9113,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Argentina,Hyundai,group_or_knockout,media_surge,4.081,4.6523,0.5713,4.3923,4.9123,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Argentina,Hyundai,group_or_knockout,budget_cut,4.081,3.7953,-0.2857,3.5153,4.0753,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Argentina,Hyundai,group_or_knockout,budget_increase,4.081,4.4075,0.3265,4.1375,4.6775,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Argentina,Hyundai,group_or_knockout,negative_news_shock,4.081,3.3464,-0.7346,2.9664,3.7264,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Argentina,Hyundai,group_or_knockout,player_absent,4.08,3.5904,-0.4896,3.2704,3.9104,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Argentina,Hyundai,group_or_knockout,media_surge,4.08,4.6512,0.5712,4.3912,4.9112,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Argentina,Hyundai,group_or_knockout,budget_cut,4.08,3.7944,-0.2856,3.5144,4.0744,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Argentina,Hyundai,group_or_knockout,budget_increase,4.08,4.4064,0.3264,4.1364,4.6764,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Argentina,Hyundai,group_or_knockout,negative_news_shock,4.08,3.3456,-0.7344,2.9656,3.7256,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Australia,Mengniu,group_or_knockout,player_absent,4.08,3.5904,-0.4896,3.2704,3.9104,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
